Date,XAU BGNL,BDIY,CRY,DXY,VIX,USGG30YR,GT10,EONIA,GTITL30YR,GTJPY30YR,LP01TREU,MXUS,MXEU,MXIN
2022-01-01,1812.3620356542087,1372.876524288509,211.0989469213481,107.54700906265677,17.450192119518526,3.9684211807805,2.8489081202781703,-0.44656539760898284,3.9210764045505964,0.20986467727912117,119.5358721127312,4977.241565000449,295.63950852516535,748.4968905925527
2022-01-02,1985.2142919229748,2559.1689471335067,244.70555438064252,97.78809877957751,16.101646539259534,2.06290256053983,1.2165494021367351,0.4375503374073385,1.6919159206427918,0.5990993251027524,147.32819214893718,4863.443133510334,215.38109973894598,642.0263391900337
2022-01-03,1919.5981825434214,1700.2505183334601,246.03582712019264,100.83521928535126,19.6319212583385,3.1557947838489557,2.672885388837127,0.029875625518206106,3.3186218091455593,0.08892952275502386,112.3308711345337,4323.043584618603,318.7009742288948,748.7860032591542
2022-01-04,1879.597545259111,1115.6853531267927,286.456360952267,109.36131624101517,28.531752773541953,3.0242047706894435,2.025759304681655,0.11490301456693608,2.016909778518464,0.05816775872092472,133.4180351058697,4463.780597360923,256.5796793814776,718.9060417382916
2022-01-05,1746.805592132731,2938.205260281623,254.66482201877886,91.33129455828445,31.1393045356857,3.7877461362250746,2.176752498727654,-0.017576398405271143,1.4292441862519416,0.3722452951860714,137.00746968487954,4415.078129007799,368.4897599853139,562.8285158416801
2022-01-06,1746.7983561008607,2767.5717699268516,238.04005489704096,102.96636014904192,16.13962894871672,1.8909053541121876,1.1228709758629427,-0.4063425473925255,3.57366755573872,0.7206644545078623,122.40643497325797,4149.095678671434,407.84251815473016,784.6644874698392
2022-01-07,1717.4250836504598,2855.5045663904257,297.6800328510659,91.48210845149734,38.64927224613999,3.3794954089673324,1.4776553483658954,0.26808937841866654,1.9265826977093896,0.554806758273948,146.87629933797916,4957.819323813259,359.63595806141194,518.234350588821
2022-01-08,1959.8528437324806,2989.8156452928706,211.07205933263157,97.50937856933001,36.05413441625953,2.920671540671921,2.9762840188341193,0.24722464508858688,2.9765662126805266,0.42287646846677884,136.83283676093953,4404.312431219759,330.2710089834187,769.4839122631386
2022-01-09,1880.3345035229627,1347.7904984389745,242.25484283119445,106.07629090386894,22.41531205392733,2.1866646744697635,2.1348970826196494,-0.188296678507188,2.6993310552598797,0.5657515642245824,122.8962289930449,4875.329082637908,316.2000262570077,591.3330346971122
2022-01-10,1912.4217733388136,1792.4840378053175,204.20246751714052,98.66944465511268,16.9296882556617,2.686087285367935,1.754155604077872,-0.1937607547715996,2.415268928172623,0.3654514846532736,128.4667600888047,4189.356227680665,452.5075304291011,650.0444249493198
2022-01-11,1706.1753482887407,2516.4769514081827,273.990412076693,109.943647078059,19.247176830476434,2.3344414926744945,1.9600476849123953,0.3378413809055185,2.4874584179456174,0.9361463354321129,134.63067217125504,4547.87081063722,265.81041951958105,626.7055618102204
2022-01-12,1990.9729556485984,2392.041236107584,291.8076552199151,101.18118569893204,18.173610343874316,2.948283506971152,3.1359987833142005,-0.4276427422586734,3.1967137422768626,0.05490489091077433,129.60950902146092,4023.96138512427,420.2655018586606,551.5503670750749
2022-01-13,1949.7327922401264,1307.7918126797101,228.00373295504895,96.42324305271907,18.08209448247367,3.722501527036665,2.8724975435123925,0.38110514835656584,1.2633187423703216,0.6733914790298352,143.9348791913038,4764.220483842309,427.2446974220357,607.4440599205079
2022-01-14,1763.701733203483,2631.6662499812355,285.83416767991207,94.40222651809506,27.96404221664335,2.923262461030505,1.6807884929527068,-0.24333831010408558,3.0045419858737157,0.8912826648277505,117.84443311402006,4580.913898246278,325.76000218122033,557.8803308878386
2022-01-15,1754.54749016213,1448.8811436733213,229.22182304618977,97.01041068572323,21.14618606233501,3.07930604581646,1.2937546005309333,0.09298474775549392,3.687436304195736,0.8038847087352534,114.99428700279024,4625.589583469753,289.1901797676918,561.1659426381572
2022-01-16,1755.0213529560301,1447.6352296452462,291.0770161643915,97.45066547519102,23.95349291322861,2.796869617786774,1.6299955541101792,0.4359941790017777,1.1733645910595925,0.18404103482144674,110.69194447476322,4051.7208825546536,341.1624458137926,556.1170508079141
2022-01-17,1791.2726728878613,2073.9488457868274,275.39619035967837,91.37427355447922,39.73763333460806,1.6279137661136898,3.3018911276368343,0.17812250153664644,1.4219600177010001,0.29592634898028836,101.88914840322975,4211.038330208616,227.96417776780956,646.7052141039783
2022-01-18,1857.4269294896712,2185.8798696834065,280.49067768414386,97.39148398853547,32.10785622313362,2.0821463921902357,2.4539720946243886,-0.08557018753296342,3.149895810106094,0.7170479387071047,102.15069821900276,4074.33087235358,213.77900966872699,739.3794102533947
2022-01-19,1829.5835055926348,2160.1724156756227,201.80065556004544,99.2847703947845,38.724516676175035,2.730004323580207,2.333700521861957,0.18953420890541517,2.3118449447338527,0.08427055918076554,143.50275965546413,4288.914315803811,233.48095983556755,670.6910101283723
2022-01-20,1787.3687420594126,1182.9736747955099,296.28103570740257,104.45475504477609,18.56391387582789,2.2755882093617616,2.4909839992311538,-0.15602036368362981,2.210645862441065,0.811861699832584,133.91965732029536,4627.439007682151,256.1435094386678,767.9619765652526
2022-01-21,1883.5558684167138,2754.9217252607605,272.6670992070323,103.13458969443217,24.553486870814233,1.9544089944029857,1.9150706643662883,-0.22274158365081387,1.4108999036327075,0.7189069446047903,133.0266207718243,4566.185984317375,351.2530461014129,690.9633465730172
2022-01-22,1741.8481581956125,1531.2000851774121,230.47510953861334,104.17531310458308,28.868295082058857,2.760332104796096,3.017767550798782,0.4966832779346797,2.520310122153364,0.7296066492353426,130.7321409467443,4612.1498216133905,454.74099084833665,706.8020346897813
2022-01-23,1787.6433945605654,1259.0298425656083,282.9394664858847,90.16727363753714,16.91895154721845,2.307024483619626,2.3082156232506246,0.2507902311797877,1.3796359335891317,0.10024137026759139,142.46095723470523,4549.251271377894,270.69269959990606,700.282168918101
2022-01-24,1809.9085529881074,2777.4961597379543,228.152119841493,94.35334799161072,15.104686090698946,2.1452691079335366,1.2918697569219888,0.14471997738181763,2.429861368931621,0.7177605448162309,124.01334628328138,4273.028795675859,480.5486032240334,634.8377579551224
2022-01-25,1836.8209952651107,2911.3029964595066,287.2753839566128,103.23368576799713,31.760858344922937,2.659963543600952,1.3226628120726573,-0.14471035678068123,3.29084589688497,0.67981812521997,143.52054142791502,4244.507497344425,486.47237268050105,706.8016466600249
2022-01-26,1935.5527884179041,2724.2552345309014,211.2580390411937,99.67978736359494,31.04548792003588,1.8332106452054329,2.342147866256546,-0.45083917084495184,1.7747930736614905,0.8309224908218505,117.97225130911195,4137.059683536581,487.6713814535616,520.9123239406883
2022-01-27,1759.9021346475079,2619.032149449756,270.36859774607956,90.10626951336693,25.269720249990293,3.8193643326885183,3.3414255451770978,-0.4689431239648444,2.442358504539182,0.0415959562564695,146.33537521695453,4849.070874903492,451.2688204028972,757.955441574699
2022-01-28,1854.2703315240835,2310.4839612780434,254.06984766449102,106.08989284863645,27.241101900800814,3.6692552447980975,1.7708803041904968,0.054181255448798815,3.976047908190507,0.023110668467792195,134.932849004062,4616.479358541244,309.1475122393162,733.3436430331752
2022-01-29,1877.7243706586128,2101.7147412182785,209.65344701954407,105.45619146580675,25.386075014802238,3.2690514643513384,3.1738529221480456,0.26203272103905106,3.0599512700621117,0.37300709987856073,112.85885680122136,4186.51101250406,221.80517330078692,573.5689874695037
2022-01-30,1713.9351238159993,1173.9735198228202,224.1893828258839,100.96838325987125,15.600126121122221,1.7655345689711406,2.9102389664471984,0.03737919044385507,3.5240703139155958,0.14878828384915288,128.20424608443125,4177.209379821239,370.6456195299485,730.4097362762247
2022-01-31,1882.2634555704315,1816.9064261413973,201.24040362773147,91.32926651552545,23.38429015543656,3.4396931361742324,1.6195311072672671,0.34078507193911456,2.2445428196816373,0.5583844775702219,126.65152807441278,4873.035601526137,367.6044331811701,503.79278042000556
2022-02-01,1751.1572371061875,1745.3770340246278,246.87679654645058,105.3303009906517,19.427056384932246,3.5198933202725473,1.090851870790606,-0.46657346690677837,3.3035827693775657,0.9173489015067489,106.8949410865167,4742.73086376332,454.9927301328787,565.1739717442641
2022-02-02,1719.515477895584,1519.5075675206524,230.12652607600003,101.67427175462728,17.460604727534218,3.419411544285844,1.254618162855957,-0.1332479235740599,1.1215275188239655,0.39147973033401573,129.5621452875307,4659.399079905372,498.79731528383155,519.5411716012687
2022-02-03,1984.665661176,2446.84022737717,259.8357484297759,105.63919954315918,38.918010847233745,1.7849147177981028,2.8212348346186005,-0.26292960882582195,1.3687335476267348,0.8449503772726041,115.7392811858479,4406.8641075393,352.4471919680443,734.0680749853684
2022-02-04,1989.6896099223677,1991.7514701575415,229.7237807708617,105.0349398479168,29.98399312605414,3.1097698926694117,1.4991743451016166,-0.05272703184287797,1.6092117787601863,0.00024087451786647396,102.61743834048012,4261.975564278518,303.5612093119353,726.7622453535162
2022-02-05,1942.5192044349383,1162.0924318152959,229.99191115069846,106.06004143915675,33.21640710591507,3.5858119893734965,1.9281773012634844,-0.4276236068058775,2.205855773845659,0.1685146434591842,147.43280788532826,4979.450763112824,255.77051346688012,744.0908071405493
2022-02-06,1791.3841307520113,1440.3664038996226,274.31931987316034,100.3601613280925,22.884093581652937,2.9433835030491693,2.2542479150160624,0.45413164157107255,3.5372346349772896,0.03042353965408562,132.07451845321438,4797.239575022801,201.43994744521123,501.34450799765864
2022-02-07,1729.3016342019152,2366.5175273191917,204.81428359783536,92.8064903638703,24.82867823735038,3.1160184380702223,2.813670421125407,-0.2767445989306391,2.0387981523637917,0.32814718051506864,143.84594659354235,4301.779223136276,352.73410774666377,650.3698180035224
2022-02-08,1905.2699079536471,1152.2617189806003,290.2894995191987,103.42314946759377,20.923099847418086,2.6459086985657656,1.2830780581478134,0.4223077754835848,2.9638635805463887,0.9081895956965028,133.80280025066264,4847.564796278495,366.6556000107787,711.450859255201
2022-02-09,1832.0457481218805,2702.4138280975376,285.2263874391181,102.40947570103941,17.42414177413562,2.8217682997101314,2.015916013193654,-0.07410684496331821,3.12794288441045,0.09695212359898775,117.84918460700564,4758.9319486146815,447.4815439452192,546.6203386217046
2022-02-10,1736.6114704534336,1990.2930540279485,266.7804683226407,104.84506374398174,19.475790936039594,1.585942145879313,2.2126822728567386,0.48552413325521804,2.7585470622650243,0.6064097767438004,125.63440361644058,4297.080549877998,351.3730903678402,694.9372182537874
2022-02-11,1848.553073033381,1961.173154653296,259.3221570107384,93.39762012101471,34.93785113241215,3.0974075549332114,2.3520676599288493,0.054058383460210746,2.0717259045104086,0.4514959391194442,133.78733801735885,4426.55285424164,474.94050459981696,525.2330297929058
2022-02-12,1710.3165563345656,2184.815569319035,289.2302498139652,93.89950399800578,31.938645129594395,1.703618032227898,3.0459016034880415,0.43083286417580746,2.7311600251406327,0.9384682123658125,148.01261626007187,4185.953445391026,388.4250429714307,554.3977568312939
2022-02-13,1972.7961206236346,2649.3619318502983,218.53301795287143,107.80819034438657,28.67322189963692,2.5875364858505585,1.4291954876080424,-0.49465101130577716,2.0267967783692384,0.12251914253709384,112.68347295608483,4111.05244437811,452.100871466325,642.7390444983803
2022-02-14,1777.6339944800052,1695.6184158043861,207.89691621908287,104.99955596904141,26.877246821669203,2.23163774416852,3.019578629566556,0.2482388061809001,1.2516212156560362,0.21202785050222894,143.74885293120587,4722.762032839697,244.49052044232414,696.0695458043306
2022-02-15,1898.7566853061946,2356.032305118127,223.9510169909538,108.16456977400645,38.06085709140311,2.863569875529283,2.7321960692416303,0.4030506531025154,3.9784119345580433,0.029541968611493274,146.20389026471346,4267.511857353867,456.6008390906944,543.7607380861689
2022-02-16,1793.5133228268232,2131.463927991582,279.45782787001906,105.17430642327841,16.81837369446671,1.8335408388080177,2.3896770354973986,-0.3602794330210459,1.3815473608975326,0.43393524963137375,133.5207757329478,4820.059365746253,402.5431563331545,555.5669992492814
